-73.9172222,40.8786111
-73.9919765,40.6901158
-73.9803505,40.7139378
-74.1011167,40.8429822
-73.9901125,40.7411254
-73.8249882,40.8808369
-74.0307861,40.7371855
-74.0436947,40.7266477
-73.999866,40.7215489
-73.7012593,40.8379689
-73.9503809,40.7926227
-73.9882377,40.7583731
-73.9624412,40.6694907
-73.9686204,40.6777327
-73.9937184,40.6872596
-73.924037,40.744115
-73.9681591,40.7929185
-73.9285568,40.8663299
-73.970083,40.7963174
-73.984142,40.7211673
-74.0090529,40.7090863
-74.0086261,40.7054577
-73.9559942,40.7156838
-73.977838,40.7722222
-73.9885082,40.7216531
-73.9334152,40.7052692
-73.9506751,40.7094158
-73.988259,40.7335574
-73.9407121,40.7210499
-73.9965319,40.7396076
-73.9784533,40.7854006
-73.9718431,40.7865838
-73.9936515,40.6977076
-73.9631596,40.7995549
-73.9711137,40.7941711
-73.9729596,40.6978233
-73.9840679,40.6716168
-74.0789524,40.6383541
-73.9814768,40.6801173
-73.9291482,40.7722342
-73.9506289,40.6806144
-73.9495459,40.6809192
-73.9941496,40.6904157
-73.9777611,40.77915
-73.8309746,40.8890245
-73.9909187,40.6862827
-73.9765411,40.6819671
-73.981636,40.6878864
-73.9843789,40.6877607
-73.9996533,40.674223
-73.9980628,40.6747556
-73.792832,40.7106154
-73.7910828,40.7112422
-73.7929174,40.7102602
-73.9891227,40.721046
-73.9801825,40.7141409
-73.9605737,40.5874599
-73.8545899,40.7323543
-73.975829,40.6441763
-73.991967,40.6661336
-74.00217,40.7278292
-73.9895357,40.719239
-73.9500706,40.6728546
-73.9811874,40.6671408
-73.9631063,40.6752494
-73.9985303,40.7353386
-73.8900489,40.7494419
-73.8888735,40.7495053
-73.8844862,40.7498519
-73.9768087,40.6874006
-73.9753733,40.686849
-73.9736499,40.6861287
-73.9687854,40.6784675
-73.9479888,40.8243663
-73.9828572,40.7312909
-73.9610362,40.7695421
-73.9963798,40.744591
-73.9694243,40.7580106
-73.9693182,40.6770291
-73.9954955,40.7369794
-73.9630886,40.7689644
-73.978878,40.7450065
-73.9762048,40.748912
-73.9631237,40.7694011
-73.9535934,40.7770374
-73.9572445,40.7774615
-73.9750909,40.7905958
-73.9724506,40.7942618
-73.9718241,40.7950858
-73.9676966,40.8005515
-73.8473819,40.710005
-73.9631979,40.7103758
-74.2278431,40.8811851
-73.9382991,40.8376548
-73.9133973,40.8383889
-73.9949484,40.7422365
-73.9915962,40.7146904
-73.9739986,40.743813
-73.9636651,40.8035851
-74.0120268,40.6779288
-73.9461178,40.7112752
-73.9446106,40.7149306
-73.945103,40.717941
-73.9522298,40.7260665
-73.957197,40.7283615
-73.9219662,40.7438372
-73.7436476,40.6966442
-73.7930673,40.7060409
-73.7954106,40.7065153
-73.7952716,40.7062976
-73.8306234,40.7083639
-73.8282561,40.7601524
-73.9419676,40.8064746
-73.9908292,40.7446867
-74.2507641,40.7270294
-73.9717256,40.6764955
-74.0065099,40.7096983
-73.9899521,40.718413
-74.2083675,40.8422078
-73.9836367,40.731964
-73.9553151,40.7773146
-73.9093341,40.7753372
-73.9898634,40.7516741
-73.9366128,40.7596628
-73.9505547,40.7861092
-73.996694,40.6279427
-73.940603,40.8055427
-73.9807131,40.7303847
-73.9813286,40.73065
-73.9814037,40.7306815
-73.9789145,40.7449606
-73.9790567,40.7447595
-74.1726575,40.9191528
-73.9707212,40.748448
-73.9715209,40.7511092
-73.9780942,40.7431091
-73.981891,40.7436909
