-73.9642277,40.7092394
-73.9807388,40.6762745
-74.1099246,40.8612215
-73.9538705,40.7814879
-73.7616063,40.6806351
-73.9645332,40.8076672
-73.7480013,40.5979112
-73.9131508,40.765035
-74.0178055,40.6416644
-73.9069734,40.760458
-73.963437,40.7946313
-73.908632,40.8757604
-74.0096907,40.6350805
-73.9151543,40.7823906
-73.7656878,40.7134254
-73.9842641,40.659617
-73.9417683,40.8123947
-73.9548273,40.610007
-73.9961211,40.7176131
-73.9095456,40.6171412
-73.9614801,40.6548716
-73.862944,40.7288699
-73.8414133,40.7186913
-73.8810735,40.7499619
-73.9530987,40.8219224
-73.9489219,40.8242375
-73.9232395,40.7405051
-73.8904716,40.7492216
-73.9697924,40.7944523
-73.9203866,40.7046627
-73.9267371,40.7624439
-73.9530419,40.7279711
-73.9251194,40.771461
-73.8053392,40.6973308
-73.7956961,40.7076627
-73.8304291,40.7087003
-73.8510469,40.666693
-73.9094487,40.6981058
-73.8867194,40.8750522
-73.9778128,40.7784303
-73.7579757,40.706291
-73.9812884,40.7310819
-73.9820065,40.6621592
-73.8928122,40.6795004
-73.9092684,40.885384
-73.9871445,40.739497
-73.9538034,40.587161
-73.9052234,40.7570864
-73.92381,40.678845
-73.9387526,40.8212432
-73.9990103,40.718626
-73.97859,40.7245614
-73.9494404,40.7940399
-73.978897,40.6302273
-74.1872782,40.7481786
-73.9589337,40.8094157
-74.0682075,40.5921553
-73.8126488,40.5868928
-74.161109,40.7283549
-73.8561532,40.7516112
-73.8682509,40.7424571
-73.7668999,40.7029054
-74.121566,40.608264
-73.8320963,40.684477
-73.9987374,40.727713
-73.97212,40.5800783
-73.8594253,40.73672
-73.8973045,40.8167648
-73.8214519,40.7647292
-74.0342065,40.6165528
-73.9484943,40.6428183
-73.8281218,40.7578821
-73.8295006,40.7590896
-73.8990647,40.7102594
-73.9106577,40.7007319
-73.9800976,40.7377761
-73.948009,40.7790791
-73.9914627,40.639398
-73.7826584,40.7289266
-73.9035351,40.7001248
-73.9465526,40.711573
-73.9174462,40.6834014
-73.7945223,40.697608
-73.9198479,40.694861
-73.7945374,40.7102474
-73.9795947,40.6425901
-73.9749599,40.631941
-73.9361412,40.6728177
-73.8661495,40.7577333
-73.955164,40.8194853
-73.9928756,40.7135254
-73.9308875,40.7612078
-73.9865393,40.6612884
-73.9290316,40.7001145
-73.9060188,40.6893383
-74.216693,40.7065615
-73.9586533,40.7017286
-73.781389,40.7129692
-73.9548652,40.6811049
-73.9494156,40.6805509
-73.9492374,40.6805838
